,Title,Review,Rating
261,Nice,"The sound and bass are really good. Bass is really powerful. After 2 weeks of use the pin end is somewhat broken from the inside. Seems wont last for more than 1-2 months at most. But all the other parts looks better built. I have very rough use and i keep my headset in a pouch. Not worth 600, flipkart smartbuy headphones are better but not much rich in sound like this one.",3
262,Best in the market!,"realme buds 2 is the best earphones. Perfect for people who like the bass. Sound quality is awesome. Audio is balanced and every instrument is clearly heard.At the price of 500 rupees, it cannot be better than this.",5
263,Mind-blowing purchase,"i have used jbl ,senheiser , sony mdr ,mi , but really they are all expenisve except mi which is just 399 but comes with great bass and sound quality and sony mdr x50 is superb bass but despite all of them this one real mi i brought 1 month later in 500 and believe me its worth it decent bass bole to 80 out of 100. with superb crystal clear sound i hooe it will help u guys to selct and if u ask for under 500 then mi is good but realme is better",5
264,Pretty good,"Ok i am writing this review after using it for 15 days
Pros of this earphone
1. If you base love it has fantastic base
2. Mic quality is best for call little bit air air is coming in mic
3.cable organizer provided which make earphone life better
4. Build quality of the wires are good to make it durable and long lasting
Cons.
1.the build quality of the jack is little bit low as you face some issue first time in jack but after 1-2 days it is suitable for jack so don't worry 😊
2.the build qua...
READ MORE",4
265,Must buy!,"This is best handsfree for gaming and listing song. I also play pubg india and other games it's best for all. It has 3D voice system.
So this is best for gaming.",5
266,Great product,"Ok so lemme start from the basics, the Earphones are comfortable, if I'd have to guess then I'd say that it cancels out around 80-90% of the noise around you.

The Pros: this is gonna be mutual traits, the bass on this is CHONKERS and I mean it, they are comfortable to wear, not to mention the magnets on the top of the ear pieces, they are quite clicky too.

Cons: None as of now, I do wanna point out that for some the bass might be a little over the top.

This is my second pair of these earp...
READ MORE",5
267,Awesome,"Very good product.. sound quality is above expectations in this price tag.. I've bought two buds.. green and orange variant.. both are great.. extra ear buds are provided in the box, extra earbuds are of different sizes and very useful.. cord organiser is a good move.. inbuilt mic and volume rocker button is good.. you can also change your song, play/ pause using the middle one..",5
268,Perfect product!,outstanding realme buds 2 and wire is flexible sounds is too good easy to receiving calls excilent,5
269,Perfect product!,best earphones I have ever buy in life soft and clear sound bass is little bit low but it doesn't effect the sound just fabulous,5
270,Excellent,Realme Buds2 is really gud product with comfort and quality. Satisfied with it. But only issue is small ear plugs are only one pair available in the box which are perfect fit in the ear where extra other plugs are big and not useful.,5
271,Perfect product!,awesome in ear design. comfortable to wear. high bass. good trumph. budget friendly. I suggest you if you could afford then buy a pouch too for extra protection.❤,5
272,Mind-blowing purchase,"First of the design is so nice, the texture of the colour is amazing.. Now came to sound quality..I didn't expect it will be this good!! The bass is perfect for ears .. I really feel enjoyed whenever i listen any songs through this headset.. really satisfied for this product... recommend everyone to buy it and enjoy..Thank you.",5
273,Wonderful,"Sounds gets zzz.... after 80% volume. Bass and sound output is super high. As the main body is made of plastic(not super high quality), built quality and premium feel is not that good compare to mi earphone (700rs). Realme one has better sound cancellation. Mi one is softer and well balanced sound but realme one has 20% over loud sound (bass both similar). Really if u wana buy realme one go for black one.",4
274,Value-for-money,"First thing I already had boult audio loop but as my brother was requesting for it I gave it to him .
And bought this one. So my review Gonna be comparison between them.
PRICE: 1.Realme 599(when I bought)
2.Boult loop 449( when I bought)
Sound quality: BOTH ARE AMAZING GIVES PERFECT SOUND.
BASS: BOTH ARE GOOD BUT REALME BUDS GIVES A more punchy bass which causes a headache after long time use.
BUILD : BOTH ARE GOOD BUT BOULT FITS PERFECT AND FEELS GOOD .
TREBLES: BOULT.
CONCLU...
READ MORE",4
275,Value-for-money,"Good sound quality, very comfortable, average bass, call quality is a little bit disappointing as the voice is not much clear and sound in right ear is a little bit lower than left. Build quality is superb, metal heads are premium looking quality. Overall in this price segment it's a good earphone.",4
276,Worth every penny,"realme xt smartphone+Dolby Atmos+realme buds 2=Mind-blowing music experience.
Feels so premium in hands deliveries it's best sound.
I am very happy with the product.
Bass was too good you feel each and every bit of the music. MUST BUY.",5
277,Nice product,"Earphone are good quality is nice and overall price to the performance.
Bass is more and this is good for playing games like pubg and more.
Using continuously like listening music(high volume) this sometimes causes earpain.",4
278,Brilliant,Best earphone under this price range i have bought sony buds which was available Rs100 more than this price but its sound was low in compare to realme buds2 best earphone under this price range with boosted bass bass is best,5
279,Super!,Very good product at this price segment... The built quality and Audio quality is awesome.... The bass booster does it work perfectly..... The earphone is made up of braided cable and it is tangle free easy to handle the earphone.,5
280,Classy product,The Sound quality is superb and the base quality is also good ..The point thing which I liked in this earphone is that its durability ..the wire quality is good ..before I was using the sennheiser cx275 ..the wire got cut from middle ..I am happy with this earphones.,5
